,Entry_Date,BANKNIFTY,Days To Expiry,CE_Symbol,CE_Entry_Price,CE_Exit_price,CE_Exit_Time,PE_Symbol,PE_Entry_Price,PE_Exit_price,PE_Exit_Time,PnL
155,2022-08-18,39703.0,1,BANKNIFTY18AUG2239500CE,62.1,92.1,09:16:00,BANKNIFTY18AUG2239200PE,86.8,0.25,15:15:00,1413.7500000000002
156,2022-08-19,39060.8008,7,BANKNIFTY25AUG2240100CE,151.6,57.7,15:15:00,BANKNIFTY25AUG2239300PE,171.05,249.55,10:53:00,385.0
157,2022-08-22,38398.8984,4,BANKNIFTY25AUG2239100CE,148.45,60.7,15:15:00,BANKNIFTY25AUG2238200PE,164.2,215.0,09:22:00,923.7499999999993
158,2022-08-23,38705.0,3,BANKNIFTY25AUG2238400CE,127.0,166.45,09:23:00,BANKNIFTY25AUG2237700PE,130.65,28.1,15:15:00,1577.5000000000007
159,2022-08-24,39083.6016,2,BANKNIFTY25AUG2239000CE,113.35,151.05,09:24:00,BANKNIFTY25AUG2238400PE,102.4,25.2,15:15:00,987.4999999999995
160,2022-08-25,38926.6016,1,BANKNIFTY25AUG2239400CE,64.85,92.1,09:27:00,BANKNIFTY25AUG2239000PE,60.35,72.1,15:15:00,-974.9999999999998
161,2022-08-26,39337.25,7,BANKNIFTY01SEP2239800CE,162.45,132.3,15:15:00,BANKNIFTY01SEP2238800PE,207.2,274.15,11:10:00,-920.0000000000003
162,2022-08-29,38421.9492,4,BANKNIFTY01SEP2238700CE,145.75,193.2,09:58:00,BANKNIFTY01SEP2237600PE,229.15,112.55,15:15:00,1728.7500000000002
163,2022-08-30,39666.5508,3,BANKNIFTY01SEP2239100CE,77.8,105.15,10:41:00,BANKNIFTY01SEP2238400PE,159.3,43.55,15:15:00,2210.0
164,2022-09-01,39478.0,1,BANKNIFTY01SEP2239400CE,62.45,84.05,09:19:00,BANKNIFTY01SEP2238900PE,137.6,0.35,15:15:00,2891.25
165,2022-09-02,39587.1484,7,BANKNIFTY08SEP2240200CE,177.85,135.05,15:15:00,BANKNIFTY08SEP2239000PE,243.4,320.0,09:26:00,-845.0000000000002
166,2022-09-05,39915.0,4,BANKNIFTY08SEP2240200CE,159.0,209.85,12:20:00,BANKNIFTY08SEP2239100PE,224.55,129.6,15:15:00,1102.5000000000007
167,2022-09-06,39825.0508,3,BANKNIFTY08SEP2240500CE,137.7,57.75,15:15:00,BANKNIFTY08SEP2239700PE,201.15,261.65,09:30:00,486.25000000000045
168,2022-09-07,39566.75,2,BANKNIFTY08SEP2239900CE,120.2,71.65,15:15:00,BANKNIFTY08SEP2239100PE,162.9,92.6,15:15:00,2971.25
169,2022-09-08,40294.6016,1,BANKNIFTY08SEP2240100CE,57.9,78.05,09:36:00,BANKNIFTY08SEP2239600PE,88.8,0.25,15:15:00,1710.0
170,2022-09-09,40539.25,7,BANKNIFTY15SEP2241100CE,187.25,148.85,15:15:00,BANKNIFTY15SEP2240000PE,226.55,214.6,15:15:00,1258.7500000000005
171,2022-09-12,40674.9492,4,BANKNIFTY15SEP2241100CE,169.95,141.55,15:15:00,BANKNIFTY15SEP2240200PE,210.45,279.0,09:29:00,-1003.7500000000008
172,2022-09-13,40925.0,3,BANKNIFTY15SEP2241200CE,130.95,135.05,15:15:00,BANKNIFTY15SEP2240400PE,174.45,134.6,15:15:00,893.7499999999993
173,2022-09-14,41410.8516,2,BANKNIFTY15SEP2240900CE,122.65,162.5,09:27:00,BANKNIFTY15SEP2240200PE,162.45,39.4,15:15:00,2079.9999999999995
174,2022-09-15,41250.8516,1,BANKNIFTY15SEP2241900CE,72.1,97.5,09:19:00,BANKNIFTY15SEP2241400PE,95.0,130.3,09:55:00,-1517.5000000000005
175,2022-09-16,40850.0,7,BANKNIFTY22SEP2241700CE,211.55,143.0,15:15:00,BANKNIFTY22SEP2240400PE,279.1,367.8,13:55:00,-503.7499999999993
176,2022-09-19,40983.9492,4,BANKNIFTY22SEP2241300CE,196.1,258.25,09:31:00,BANKNIFTY22SEP2240100PE,251.2,147.9,15:15:00,1028.7499999999993
177,2022-09-20,41488.3008,3,BANKNIFTY22SEP2241800CE,167.2,218.85,10:11:00,BANKNIFTY22SEP2240900PE,200.65,149.3,15:15:00,-7.500000000000455
178,2022-09-21,41254.9492,2,BANKNIFTY22SEP2241900CE,146.35,81.65,15:15:00,BANKNIFTY22SEP2241100PE,188.85,271.8,09:45:00,-456.2500000000007
179,2022-09-22,40714.1484,1,BANKNIFTY22SEP2241300CE,114.6,150.55,09:23:00,BANKNIFTY22SEP2240700PE,142.55,190.8,09:16:00,-2105.0000000000005
180,2022-09-23,39669.0,7,BANKNIFTY29SEP2241200CE,216.85,76.0,15:15:00,BANKNIFTY29SEP2240000PE,261.05,346.45,09:18:00,1386.2500000000005
181,2022-09-26,38682.8008,4,BANKNIFTY29SEP2239800CE,213.2,78.6,15:15:00,BANKNIFTY29SEP2238500PE,268.0,355.55,09:19:00,1176.2499999999995
182,2022-09-27,38469.6992,3,BANKNIFTY29SEP2239400CE,172.9,67.55,15:15:00,BANKNIFTY29SEP2238400PE,208.05,281.25,11:03:00,803.7500000000002
183,2022-09-28,37817.0,2,BANKNIFTY29SEP2238500CE,135.5,189.1,09:53:00,BANKNIFTY29SEP2237600PE,150.65,196.95,09:19:00,-2497.499999999999
184,2022-09-29,37663.6992,1,BANKNIFTY29SEP2238400CE,95.05,0.4,15:15:00,BANKNIFTY29SEP2237900PE,74.0,97.3,09:56:00,1783.75
185,2022-09-30,38769.1992,7,BANKNIFTY06OCT2238400CE,246.3,328.15,10:17:00,BANKNIFTY06OCT2236900PE,323.15,82.7,15:15:00,3965.000000000001
186,2022-10-03,38175.0,4,BANKNIFTY06OCT2239300CE,159.45,36.1,15:15:00,BANKNIFTY06OCT2238100PE,281.2,368.15,10:02:00,910.0000000000005
187,2022-10-04,39273.1992,3,BANKNIFTY06OCT2239200CE,128.65,188.05,09:20:00,BANKNIFTY06OCT2238400PE,181.9,56.5,15:15:00,1649.9999999999998
188,2022-10-06,39394.6484,1,BANKNIFTY06OCT2239800CE,58.85,0.15,15:15:00,BANKNIFTY06OCT2239300PE,129.1,169.6,09:19:00,455.0
189,2022-10-07,39263.0,7,BANKNIFTY13OCT2239700CE,192.9,194.8,15:15:00,BANKNIFTY13OCT2238500PE,257.2,189.1,15:15:00,1654.9999999999995
190,2022-10-10,39247.8984,4,BANKNIFTY13OCT2239300CE,147.0,191.4,11:28:00,BANKNIFTY13OCT2238200PE,222.85,95.3,15:15:00,2078.75
191,2022-10-11,38765.0,3,BANKNIFTY13OCT2239500CE,145.0,67.8,15:15:00,BANKNIFTY13OCT2238600PE,207.6,273.15,15:12:00,291.25000000000045
192,2022-10-12,39201.4492,2,BANKNIFTY13OCT2239100CE,140.0,184.9,09:23:00,BANKNIFTY13OCT2238300PE,151.65,35.65,15:15:00,1777.4999999999998
193,2022-10-13,38734.1992,1,BANKNIFTY13OCT2239300CE,59.55,0.15,15:15:00,BANKNIFTY13OCT2238800PE,122.1,171.5,10:14:00,249.99999999999977
194,2022-10-14,39410.0508,7,BANKNIFTY20OCT2240200CE,216.15,114.25,15:15:00,BANKNIFTY20OCT2239000PE,261.35,283.0,15:15:00,2006.2500000000005
195,2022-10-17,39935.0,4,BANKNIFTY20OCT2240000CE,159.5,207.35,10:13:00,BANKNIFTY20OCT2239000PE,219.7,286.05,09:30:00,-2855.0
196,2022-10-18,40366.6484,3,BANKNIFTY20OCT2240700CE,134.75,114.3,15:15:00,BANKNIFTY20OCT2239900PE,171.95,142.45,15:15:00,1248.75
197,2022-10-19,40379.5,2,BANKNIFTY20OCT2240800CE,90.25,120.1,09:42:00,BANKNIFTY20OCT2240200PE,137.55,182.4,12:35:00,-1867.4999999999995
198,2022-10-20,40230.0,1,BANKNIFTY20OCT2240300CE,63.7,0.45,15:15:00,BANKNIFTY20OCT2239900PE,75.85,103.2,09:41:00,897.4999999999998
199,2022-10-21,40750.5508,7,BANKNIFTY27OCT2240900CE,169.65,235.45,09:57:00,BANKNIFTY27OCT2240000PE,192.1,107.75,15:15:00,463.75000000000045
200,2022-10-25,41097.1484,3,BANKNIFTY27OCT2241700CE,114.85,25.5,15:15:00,BANKNIFTY27OCT2241100PE,118.2,163.45,09:16:00,1102.5000000000005
201,2022-10-27,41282.8984,1,BANKNIFTY27OCT2241500CE,75.1,100.8,09:20:00,BANKNIFTY27OCT2241100PE,62.35,0.3,15:15:00,908.7499999999999
202,2022-10-28,41170.1016,7,BANKNIFTY03NOV2242000CE,172.85,95.9,15:15:00,BANKNIFTY03NOV2240900PE,269.95,351.0,11:38:00,-102.50000000000045
203,2022-10-31,41460.1484,4,BANKNIFTY03NOV2241900CE,151.65,117.55,15:15:00,BANKNIFTY03NOV2241000PE,222.3,298.75,10:09:00,-1058.7499999999995
204,2022-11-01,41495.0,3,BANKNIFTY03NOV2242000CE,106.5,143.35,09:46:00,BANKNIFTY03NOV2241200PE,171.9,223.7,12:33:00,-2216.2499999999995
205,2022-11-02,41318.1484,2,BANKNIFTY03NOV2241800CE,97.55,47.95,15:15:00,BANKNIFTY03NOV2241100PE,149.6,197.1,12:50:00,52.49999999999977
206,2022-11-03,41432.0,1,BANKNIFTY03NOV2241300CE,50.45,65.95,09:27:00,BANKNIFTY03NOV2240800PE,101.9,0.2,15:15:00,2155.0
207,2022-11-04,41417.0,7,BANKNIFTY10NOV2242000CE,149.25,102.25,15:15:00,BANKNIFTY10NOV2241000PE,235.95,312.3,10:34:00,-733.7500000000005
208,2022-11-07,41825.6992,4,BANKNIFTY10NOV2242200CE,108.3,62.5,15:15:00,BANKNIFTY10NOV2241400PE,152.9,208.0,10:45:00,-232.49999999999977
209,2022-11-09,41950.0,2,BANKNIFTY10NOV2242100CE,81.9,114.1,14:14:00,BANKNIFTY10NOV2241600PE,131.1,81.5,15:15:00,435.0
210,2022-11-10,41724.0508,1,BANKNIFTY10NOV2241800CE,37.65,0.15,15:15:00,BANKNIFTY10NOV2241500PE,92.2,122.4,12:03:00,182.4999999999999
211,2022-11-11,42267.6484,7,BANKNIFTY17NOV2242700CE,128.0,169.8,12:19:00,BANKNIFTY17NOV2241800PE,194.55,172.35,15:15:00,-489.9999999999998
212,2022-11-14,42209.1484,4,BANKNIFTY17NOV2242600CE,104.7,76.55,15:15:00,BANKNIFTY17NOV2241800PE,151.8,128.1,15:15:00,1296.2500000000005
213,2022-11-15,42469.1484,3,BANKNIFTY17NOV2242600CE,81.95,97.65,15:15:00,BANKNIFTY17NOV2242000PE,119.9,80.4,15:15:00,595.0
214,2022-11-16,42577.0508,2,BANKNIFTY17NOV2242700CE,58.5,76.55,10:06:00,BANKNIFTY17NOV2242200PE,115.0,64.45,15:15:00,812.5
215,2022-11-17,42510.0,1,BANKNIFTY17NOV2242700CE,26.4,34.8,09:33:00,BANKNIFTY17NOV2242300PE,61.55,0.9,15:15:00,1306.25
216,2022-11-18,42508.75,7,BANKNIFTY24NOV2243000CE,124.2,92.0,15:15:00,BANKNIFTY24NOV2242200PE,164.55,217.85,10:54:00,-527.4999999999994
217,2022-11-21,42372.0508,4,BANKNIFTY24NOV2242700CE,104.45,87.3,15:15:00,BANKNIFTY24NOV2242000PE,113.4,89.8,15:15:00,1018.7500000000003
218,2022-11-22,42480.1016,3,BANKNIFTY24NOV2242700CE,81.7,69.05,15:15:00,BANKNIFTY24NOV2242200PE,103.3,60.9,15:15:00,1376.25
219,2022-11-23,42715.3984,2,BANKNIFTY24NOV2242800CE,53.55,81.7,09:27:00,BANKNIFTY24NOV2242400PE,62.8,36.1,15:15:00,-36.25000000000023
220,2022-11-24,43058.6016,1,BANKNIFTY24NOV2242900CE,37.15,55.9,09:26:00,BANKNIFTY24NOV2242700PE,49.2,0.35,15:15:00,752.5
221,2022-11-25,43290.75,7,BANKNIFTY01DEC2243600CE,83.65,122.7,09:28:00,BANKNIFTY01DEC2242900PE,160.55,217.75,11:51:00,-2406.2499999999995
222,2022-11-28,43295.3008,4,BANKNIFTY01DEC2243300CE,79.8,103.85,11:55:00,BANKNIFTY01DEC2242700PE,140.45,84.45,15:15:00,798.7499999999997
223,2022-11-29,43294.9492,3,BANKNIFTY01DEC2243500CE,60.5,79.25,09:32:00,BANKNIFTY01DEC2243000PE,149.9,129.6,15:15:00,38.750000000000284
224,2022-11-30,43478.5,2,BANKNIFTY01DEC2243500CE,47.15,36.4,15:15:00,BANKNIFTY01DEC2243100PE,108.0,144.4,09:55:00,-641.2500000000001
225,2022-12-01,43470.8008,1,BANKNIFTY01DEC2243700CE,17.5,23.65,09:19:00,BANKNIFTY01DEC2243400PE,79.05,108.9,13:25:00,-900.0000000000002
226,2022-12-02,43342.3984,7,BANKNIFTY08DEC2243700CE,90.7,76.15,15:15:00,BANKNIFTY08DEC2242900PE,195.45,154.35,15:15:00,1391.2499999999998
227,2022-12-05,43528.0,4,BANKNIFTY08DEC2243600CE,83.65,110.85,12:47:00,BANKNIFTY08DEC2243000PE,155.1,208.05,09:58:00,-2003.7500000000002
228,2022-12-06,43460.0,3,BANKNIFTY08DEC2243700CE,68.9,62.45,15:15:00,BANKNIFTY08DEC2243100PE,151.7,139.5,15:15:00,466.2499999999998
229,2022-12-07,43325.1016,2,BANKNIFTY08DEC2243600CE,71.85,27.85,15:15:00,BANKNIFTY08DEC2243100PE,140.45,185.3,10:52:00,-21.250000000000682
230,2022-12-08,43743.1992,1,BANKNIFTY08DEC2243400CE,34.65,45.3,09:27:00,BANKNIFTY08DEC2243100PE,85.9,0.2,15:15:00,1876.25
231,2022-12-09,43808.0,7,BANKNIFTY15DEC2244100CE,97.0,126.55,10:04:00,BANKNIFTY15DEC2243500PE,173.6,231.0,12:54:00,-2173.75
232,2022-12-12,43895.0,4,BANKNIFTY15DEC2243900CE,80.5,117.45,09:44:00,BANKNIFTY15DEC2243300PE,134.7,70.0,15:15:00,693.7499999999997
233,2022-12-13,44061.6016,3,BANKNIFTY15DEC2244200CE,54.1,73.35,09:23:00,BANKNIFTY15DEC2243600PE,117.35,84.55,15:15:00,338.75000000000006
234,2022-12-14,44180.0,2,BANKNIFTY15DEC2244400CE,47.5,33.7,15:15:00,BANKNIFTY15DEC2243900PE,115.9,88.3,15:15:00,1035.0000000000002
235,2022-12-15,43549.3984,1,BANKNIFTY15DEC2244200CE,35.65,47.2,09:22:00,BANKNIFTY15DEC2243900PE,58.35,78.4,12:31:00,-790.0000000000002
236,2022-12-16,43260.3516,7,BANKNIFTY22DEC2243800CE,103.6,137.35,09:23:00,BANKNIFTY22DEC2243000PE,153.0,199.35,10:19:00,-2002.4999999999998
237,2022-12-19,43535.0,4,BANKNIFTY22DEC2243700CE,102.75,106.7,15:15:00,BANKNIFTY22DEC2243000PE,126.7,165.1,09:25:00,-1058.7499999999998
238,2022-12-20,43459.5,3,BANKNIFTY22DEC2243700CE,71.45,61.7,15:15:00,BANKNIFTY22DEC2243100PE,129.25,169.35,09:51:00,-758.7499999999999
239,2022-12-21,42711.8008,2,BANKNIFTY22DEC2243800CE,60.75,20.05,15:15:00,BANKNIFTY22DEC2243400PE,82.6,111.65,09:51:00,291.2499999999999
240,2022-12-22,42490.0,1,BANKNIFTY22DEC2243200CE,61.4,0.3,15:15:00,BANKNIFTY22DEC2242700PE,82.75,108.1,09:16:00,893.7500000000001
241,2022-12-23,41745.0,7,BANKNIFTY29DEC2242700CE,158.5,48.0,15:15:00,BANKNIFTY29DEC2241700PE,208.2,283.75,14:13:00,873.7499999999998
242,2022-12-26,42650.0,4,BANKNIFTY29DEC2242200CE,139.1,182.55,09:24:00,BANKNIFTY29DEC2241300PE,156.5,41.35,15:15:00,1792.4999999999995
243,2022-12-27,42865.0,3,BANKNIFTY29DEC2243100CE,126.6,167.05,09:19:00,BANKNIFTY29DEC2242400PE,143.0,185.9,09:27:00,-2083.750000000001
244,2022-12-28,42844.6992,2,BANKNIFTY29DEC2243100CE,95.3,125.4,09:26:00,BANKNIFTY29DEC2242400PE,119.8,50.55,15:15:00,978.7499999999998
245,2022-12-29,43240.0,1,BANKNIFTY29DEC2242800CE,78.45,102.75,13:46:00,BANKNIFTY29DEC2242400PE,69.7,91.6,09:20:00,-1154.9999999999995
246,2022-12-30,43140.0,7,BANKNIFTY05JAN2344000CE,125.55,52.95,15:15:00,BANKNIFTY05JAN2343000PE,213.9,281.7,11:16:00,120.00000000000023
